"id","name","laboratory","theraputic_class","pharmaco_class","dci","commercial_name","dci_code","form","dosage","conditioning","type","list","country","marketed","reimbursable","reference_price","ppa_indicative","registration_num","notice_link","img_link"
59,"ACTOS 30MG COMP. B/30","ARAB PHARM","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","PIOGLITAZONE CHLORHYDRATE EXPRIME EN PIOGLITAZONE","ACTOS","14A310","COMP.","30MG","B/30","Princeps","Liste I","JORDANIE",True,True,"0","","118/ 14 A 310 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3717.png"
60,"ACTRAPID HM 100UI/ML SOL INJ FL/10ML","NOVO NORDISK","METABOLISME NUTRITION DIABETE","INSULINES","INSULINE HUMAINE MONOCOMPOSEE","ACTRAPID HM","14B194","SOL. INJ.","100UI/ML","FL/10ML","Princeps","Liste II","DANEMARK",True,True,"0","","069/ 14 B 194 /00","https://www.pharmnet-dz.com/notice.ashx?id=3743","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3743.png"
61,"ACTRAPID HM PENFILL 100UI/ML SOL INJ. B/5 CART. de 1,5 ML ET B/5CART DE 3ML","NOVO NORDISK","METABOLISME NUTRITION DIABETE","INSULINES","INSULINE HUMAINE RAPIDE","ACTRAPID HM PENFILL","14B153","SOL. INJ.","100UI/ML","B/5 CART. de 1,5 ML ET B/5CART DE 3ML","Princeps","Liste II","DANEMARK",True,True,"2614.61","","069/ 14 B 153 /98","https://www.pharmnet-dz.com/notice.ashx?id=3730","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
62,"ACUILIX 20MG/12,5MG COMP .PELLI .SEC B/28","PFIZER","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL / HYDROCHLOROTHIAZIDE","ACUILIX","06E131","COMP. PELLI.","20MG/12,5MG","B/28","Princeps","Liste I","FRANCE",True,True,"0","","045/ 06 E 131 /97","https://www.pharmnet-dz.com/notice.ashx?id=184","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
63,"ACUITEL 20MG COMP. ENRO. SEC. B/28","PFIZER HOLDING FRANCE","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL","ACUITEL","06E130","COMP. PELLI.","20MG","B/28","Princeps","Liste I","FRANCE",True,True,"901","","045/ 06 E 130 /97/15","https://www.pharmnet-dz.com/notice.ashx?id=183","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
64,"ACUITEL 5MG COMP. ENRO. SEC. B/28","PFIZER HOLDING FRANCE","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","QUINAPRIL CHLORHYDRATE EXPRIME EN QUINAPRIL","ACUITEL","06E129","COMP. PELLI.","5MG","B/28","Princeps","Liste I","FRANCE",True,True,"224","","045/ 06 E 129 /97/15","https://www.pharmnet-dz.com/notice.ashx?id=182","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/182.png"
65,"ACUPAN 10MG/ML (OU 20MG/2ML) SOL. INJ. IM/IV B/05AMP. DE 2ML","BIOCODEX","ANTALGIQUES","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","NEFOPAM CHLORHYDRATE","ACUPAN","03H112","SOL. INJ.","10MG/ML (OU 20MG/2ML)","B/05AMP. DE 2ML","Princeps","Liste I","FRANCE",True,True,"0","","101/ 03 H 112 /09","https://www.pharmnet-dz.com/notice.ashx?id=2695","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2695.png"
66,"ADAFERIN GEL DERMIQUE 0.1%","NEOMEDIC","DERMATOLOGIE","ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES","ADAPALENE","ADAFERIN","07B109","GEL DERM.","0.1%","TUBE DE 30G /BOITE","Générique","Liste I","ALGERIE",True,True,"317.77","","","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
67,"ADAPALENE NOVAGENERICS 0.001 GEL P. APPLI. LOCALE T/30G","NOVAPHARM TRADING","DERMATOLOGIE","ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES","ADAPALENE","ADAPALENE NOVAGENERICS","07B109","SOL. APP. LOCALE","0.001","T/30G","Générique","Liste I","ALGERIE",True,True,NULL,"","149/ 07 B 109 /13","https://www.pharmnet-dz.com/notice.ashx?id=1660","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1660.png"
68,"ADCAL 500MG COMP. B/60","JPM (JORDANIAN PHARMACEUTICAL MANIFACTURING)","METABOLISME NUTRITION DIABETE","ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE","CALCIUM CARBONATE","ADCAL","14G141","COMP.","500MG","B/60","Générique","N/D","JORDANIE",True,True,"465","","043/ 14 G 141 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
69,"ADCETRIS 50 MG / ML POUDRE POUR SOLUTION A DILUER POUR PERFUSION B/01 FLACON","TAKEDA","HEMATOLOGIE ET HEMOSTASE","AUTRES","BRENTUXIMAB VEDOTIN TAKEDA","ADCETRIS","05D189","SOL. PERF.","50 MG / ML","B/01 FLACON","Princeps","Liste I","DANEMARK",True,True,"0","","411/05D189/17","https://www.pharmnet-dz.com/notice.ashx?id=6053","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6053.png"
70,"ADDNOK 20MG COMP. PELLI. SEC. B/14","CPCM","PSYCHIATRIE","ANTIDEPRESSEURS","PAROXETINE CHLORHYDRATE EXPRIME EN PAROXETINE","ADDNOK","16A095","COMP. SEC.","20MG","B/14","Générique","Liste I","ALGERIE",True,True,"756","","286/16A095/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
71,"ADEPAL 0,15MG/0,03MG(BLANCS) ET 0,20MG/0,04MG(ROSE ORANGE) COMP. B/3X21(7BLANCS + 14 ROSE ORANGE)","WYETH LEDERLE","GYNECOLOGIE","CONTRACEPTIFS HORMONAUX","LEVONORGESTREL / ETHINYLESTRADIOL","ADEPAL","11H028","COMP.","0,15MG/0,03MG(BLANCS) ET 0,20MG/0,04MG(ROSE ORANGE)","B/3X21(7BLANCS + 14 ROSE ORANGE)","Princeps","Liste I","FRANCE",True,True,"220.86","","030/ 11 H 028 /98","https://www.pharmnet-dz.com/notice.ashx?id=3040","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3040.png"
72,"ADEX LP 1,5MG COMP. PELLI. LP B/30","INPHA-MédiS","CARDIOLOGIE ET ANGEIOLOGIE","DIURETIQUES","INDAPAMIDE","ADEX LP","06H163","COMP. PELLI. LP","1,5MG","B/30","Générique","Liste II","ALGERIE",True,True,"690","","317/ 06 H 163 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1485.png"
73,"ADIPINE 10MG COMP. B/30","PHARMALLIANCE","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NIFEDIPINE","ADIPINE","06B017","CAPS.","10MG","B/30","Générique","Liste I","ALGERIE",True,True,"0","","035/ 06 B 017 /97","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/61.png"
74,"ADIPINE 20MG GLES. A µGRLES. LP B/30","PHARMALLIANCE","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NIFEDIPINE","ADIPINE","06B018","GLES. LP","20MG","B/30","Générique","Liste I","ALGERIE",True,True,"406","","035/ 06 B 018 /98/07","https://www.pharmnet-dz.com/notice.ashx?id=65","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/65.png"
75,"ADRECAINE-GEO 2% / 1/80000 SOL.INJ. USAGE DENTAIRE B/50CART. DE 1,8ML","GEOPHARM","ANESTHESIOLOGIE","ANESTHESIQUES LOCAUX ET REGIONAUX","LIDOCAINE CHLORHYDRATE / ADRENALINE","ADRECAINE-GEO","02C022","SOL. INJ.","2% / 1/80000","B/50CART. DE 1,8ML","Générique","Liste I","ALGERIE",True,False,NULL,"","304/ 02 C 022 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
76,"ADRENALINE AGUETTANT 0,25MG/ML SOL.INJ. B/100AMP. DE 1ML","AGUETTANT","CARDIOLOGIE ET ANGEIOLOGIE","ANALEPTIQUES CIRCULATOIRES & ANTI-HYPOTENSEURS","ADRENALINE","ADRENALINE AGUETTANT","06A001","SOL. INJ.","0,25MG/ML","B/100AMP. DE 1ML","Générique","Liste I","FRANCE",True,True,"0","","075/ 06 A 001 /98","https://www.pharmnet-dz.com/notice.ashx?id=34","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
77,"ADRENALINE AGUETTANT 1MG/ML SOL.INJ. B/10AMP. DE 1ML","AGUETTANT","CARDIOLOGIE ET ANGEIOLOGIE","ANALEPTIQUES CIRCULATOIRES & ANTI-HYPOTENSEURS","ADRENALINE","ADRENALINE AGUETTANT","06A002","SOL. INJ.","1MG/ML","B/10AMP. DE 1ML","Générique","Liste I","FRANCE",True,True,"0","","075/ 06 A 002 /98","https://www.pharmnet-dz.com/notice.ashx?id=35","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/35.png"
78,"ADRENALINE RAZES SANS SULFITE 1MG/ML SOL INJ B/50 AMPS 1ML","Les Laboratoires FRATER-RAZES","CARDIOLOGIE ET ANGEIOLOGIE","ANALEPTIQUES CIRCULATOIRES & ANTI-HYPOTENSEURS","ADRENALINE","ADRENALINE RAZES SANS SULFITE","06A002","SOL. INJ.","1MG/ML","B/50 AMPS 1ML","Générique","Liste I","ALGERIE",True,False,"0","","433/ 06 A 002 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/36.png"
79,"ADVATE 1000UI/FL DE PDRE (50UI/ML) PDRE ET SOLVANT P/SOL INJ IV B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","BAXTER","HEMATOLOGIE ET HEMOSTASE","FACTEURS SANGUINS","OCTOCOG ALFA (FACTEUR VIII RECOMBINANT DE COAGULATION ANTI-HEMOPHILIQUE)","ADVATE","12J155","PDRE. INJ.","1000UI/FL DE PDRE (50UI/ML)","B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","Princeps","Liste I","AUTRICHE",True,True,"0","","298/ 12 J 155 /14","https://www.pharmnet-dz.com/notice.ashx?id=1842","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
80,"ADVATE 250UI/FL DE PDRE (50UI/ML) PDRE ET SOLVANT P/ SOL INJ IV B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","BAXTER","HEMATOLOGIE ET HEMOSTASE","FACTEURS SANGUINS","OCTOCOG ALFA (FACTEUR VIII RECOMBINANT DE COAGULATION ANTI-HEMOPHILIQUE)","ADVATE","12J154","PDRE. INJ.","250UI/FL DE PDRE (50UI/ML)","B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","Princeps","Liste I","AUTRICHE",True,True,"0","","298/ 12 J 154 /14","https://www.pharmnet-dz.com/notice.ashx?id=1840","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
81,"ADVATE 500UI/FL DE PDRE (50UI/ML) PDRE ET SOLVANT P/ SOL INJ IV B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","BAXTER","HEMATOLOGIE ET HEMOSTASE","FACTEURS SANGUINS","FACTEUR HUMAIN VIII ANTI HEMOPHILIQUE","ADVATE","12J044","PDRE. INJ.","500UI/FL DE PDRE (50UI/ML)","B/01FL DE PDRE+01 SERINGUE A USAGE UNIQUE DE 10ML + 01 FL DE SOLVANT (EPPI)","Princeps","Liste I","AUTRICHE",True,True,"0","","298/ 12 J 044 /14","https://www.pharmnet-dz.com/notice.ashx?id=1829","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
82,"AEROLIN 100µG/BOUFFEE AERO. FL/400DOSES","EIPICO","PNEUMOLOGIE","BRONCHODILATATEURS & ANTI-ASTHMATIQUES","SALBUTAMOL","AEROLIN","20A017","AERO.","100µG/BOUFFEE","FL/400DOSES","Générique","Liste I","EGYPTE",True,True,"0","","109/ 20 A 017 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
83,"AERRANE 100ML/100ML - 250ML/250ML LIQUIDE. P. INHAL. PAR VAPEUR CARTON DE 06 FL. DE 100ML ET CARTON DE 06 FL. DE 250ML","BAXTER","ANESTHESIOLOGIE","ANESTHESIQUES GENERAUX & GAZ","ISOFLURANE","AERRANE","02B007","LIQUIDE P. INHAL","100ML/100ML - 250ML/250ML","CARTON DE 06 FL. DE 100ML ET CARTON DE 06 FL. DE 250ML","Princeps","Liste I","ETATS UNIS D'AMERIQUE",True,False,NULL,"","298/ 02 B 007 /12","https://www.pharmnet-dz.com/notice.ashx?id=4050","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
84,"AFINITOR 10 MG COMP B/30","NOVARTIS","CANCEROLOGIE","AUTRES","EVEROLIMUS","AFINITOR","05C187","COMP.","10 MG","B/30","Princeps","Liste I","SUISSE",True,True,"0","","068/05C187/17","https://www.pharmnet-dz.com/notice.ashx?id=6045","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6045.png"
85,"AFINITOR 5MG COMP B/30","NOVARTIS","CANCEROLOGIE","AUTRES","EVEROLIMUS","AFINITOR","05C186","COMP.","5MG","B/30","Princeps","Liste I","SUISSE",True,True,"0","","068/05C186/17","https://www.pharmnet-dz.com/notice.ashx?id=6046","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6046.png"
86,"AFUNDAS-L 50MG/FL. DE PDRE. PDRE lyophilisée P. SOL. A DILUER P. PERF. IV B/1FL. DE PDRE.","MUSTAFA NEVZAT","INFECTIOLOGIE","ANTIFONGIQUES SYSTEMIQUES","CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE","AFUNDAS-L","13R284","PDRE. SOL. INJ.","50MG/FL","B/1FL. DE PDRE.","Générique","Liste I","TURQUIE",True,True,"0","","176/13R284/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
87,"AFUNDAS-L 70MG/FL. DE PDRE. PDRE lyophilisée P. SOL. A DILUER P. PERF. IV B/1FL. DE PDRE.","MUSTAFA NEVZAT","INFECTIOLOGIE","ANTIFONGIQUES SYSTEMIQUES","CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE","AFUNDAS-L","13R285","PDRE. SOL. INJ.","70MG/FL","B/1FL. DE PDRE.","Générique","Liste I","TURQUIE",True,True,"0","","176/13R285/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
88,"AGRASTAT 0,25MG/ML SOL. A DILUER P. PERF. IV B/01FL. DE 50ML","IROKO CARDIO (UK) LIMITED","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-ANGOREUX","TIROFIBAN CHLORHYDRATE MONOHYDRATE EXPRIME EN TIROFIBAN","AGRASTAT","06C210","SOL. PERF.","0,25MG/ML","B/01FL. DE 50ML","Princeps","Liste I","ROYAUME UNI",True,True,NULL,"","473/ 06 C 210 /06/19","https://www.pharmnet-dz.com/notice.ashx?id=118","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/118.png"
89,"AIRDITINE 0,5MG/ML SIROP B/1FL. DE 120ML + BOUCHON DOSEUR GRADUE","EL K","ALLERGOLOGIE","ANTIHISTAMINIQUES","DESLORATADINE","AIRDITINE","01A048","SIROP","0,5MG/ML","B/1FL. DE 120ML + BOUCHON DOSEUR GRADUE","Générique","Liste II","ALGERIE",True,True,"370.8","","352/ 01 A 048 /12","https://www.pharmnet-dz.com/notice.ashx?id=4030","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4030.png"
90,"AIRDITINE 5MG COMP. PELLI. B/10","EL K","ALLERGOLOGIE","ANTIHISTAMINIQUES","DESLORATADINE","AIRDITINE","01A047","COMP. PELLI.","5MG","B/10","Générique","Liste II","ALGERIE",True,False,"60","","352/ 01 A 047 /12","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4028.png"
91,"AKARYD 10MG COMP. PELLI. B/20","MERINAL","ALLERGOLOGIE","ANTIHISTAMINIQUES","LORATADINE","AKARYD","01A033","COMP. SEC.","10MG","B/20","Générique","Liste II","ALGERIE",True,True,"120","","268/ 01 A 033 /05/12","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3987.png"
92,"AKNETT 10MG CAPS. MOLLES B/30","BIOVITAL","DERMATOLOGIE","KERATOLYTIQUES ET REDUCTEURS","ISOTRETINOINE","AKNETT","07L058","CAPS. MOLLE","10MG","B/30","Générique","Liste I","ALGERIE",True,True,"1167.9","","321/ 07 L 058 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
93,"AKNETT 20MG CAPS. MOLLES B/30","BIOVITAL","DERMATOLOGIE","KERATOLYTIQUES ET REDUCTEURS","ISOTRETINOINE","AKNETT","07L059","CAPS. MOLLE","20MG","B/30","Générique","Liste I","ALGERIE",True,True,"2022","","321/ 07 L 059 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
94,"ALBUMINE HUMAINE 20% BIOTEST 0.2 SOL. PERF. FL./ 50ML ET FL./100ML","BIOTEST PHARMA GmBH","HEMATOLOGIE ET HEMOSTASE","FACTEURS SANGUINS","ALBUMINE HUMAINE","ALBUMINE HUMAINE 20% BIOTEST","12J042","SOL. INJ.","0.2","FL./ 50ML ET FL./100ML","Princeps","N/D","ALLEMAGNE",True,True,"0","","370/ 12 J 042 /07","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1827.png"
95,"ALBUREL 20% (20G/100ML) SOL. P. PERF. IV B/1FL. DE 50ML ET B/1FL. DE 100ML","CPCM","ALBUMINE HUMAINE","HEMATOLOGIE ET HEMOSTASE","","ALBUREL","12K042","SOL. PERF.","20% (20G/100ML)","B/1FL. DE 50ML ET B/1FL. DE 100ML","Générique","N/D","ALGERIE",True,False,NULL,"","286/ 12 K 042 /12","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
96,"ALCOOL CAMPHRE 90° SOL. USAGE EXTERNE FL./1000ML","SAIDAL GROUPE","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE CAMPHRE","ALCOOL CAMPHRE","26B036","SOL. EXTERNE","90°","FL./1000ML","Générique","Liste I","ALGERIE",True,False,NULL,"","003/ 26 B 036 /00","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
97,"ALCOOL CHIRURGICAL 70° SOL. USAGE EXTERNE FL./1000ML","RIADH PHARM","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE","ALCOOL CHIRURGICAL","26B038","SOL. EXTERNE","70°","FL./1000ML","Générique","N/D","ALGERIE",True,True,"0","","314/ 26 B 038 /15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1256.png"
98,"ALCOOL CHIRURGICAL 70° SOL. USAGE EXTERNE FL./100ML","RHUMEL PHARM","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE","ALCOOL CHIRURGICAL","26B038","SOL. EXTERNE","70°","FL./100ML","Générique","N/D","ALGERIE",True,False,NULL,"","234/ 26 B 038 /02","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
99,"ALCOOL CHIRURGICAL 70° SOL. USAGE EXTERNE FL/60ML ET FL/1000ML","BIOLAB","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE","ALCOOL CHIRURGICAL","26B038","SOL. EXTERNE","70°","FL/60ML ET FL/1000ML","Générique","N/D","ALGERIE",True,False,NULL,"","349/ 26 B 038 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
100,"ALCOOL CHIRURGICAL 90° SOL. USAGE EXTERNE FL./1000ML","RIADH PHARM","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE","ALCOOL CHIRURGICAL","26B041","SOL. EXTERNE","90°","FL./1000ML","Générique","N/D","ALGERIE",True,True,"0","","314/ 26 B 041 /15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1264.png"
101,"ALCOOL DENATURE 70° SOL. ANTISEPTIQUE FL./1000ML","SAIDAL GROUPE","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE","ALCOOL DENATURE","26B038","SOL. EXTERNE","70°","FL./1000ML","Générique","N/D","ALGERIE",True,False,NULL,"","003/ 26 B 038 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
102,"ALCOOL DENATURE RPP 90° SOL HYDRO ALCOOLIQUE CAMPHRE FL/1000ML","RIADH PHARM","DIVERS","ASEPSIE & DESINFECTION","ALCOOL ETHYLIQUE CAMPHRE","ALCOOL DENATURE RPP","26B041","SOL. EXTERNE","90°","FL/1000ML","Générique","Liste I","ALGERIE",True,False,"0","","314/26B042/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4635.png"
103,"ALCOOL IODE 1% RPP 0.01 SOL HYDROALCOOLIQUE EN APP CUTANEE FL./1L","RIADH PHARM","DERMATOLOGIE","ANTISEPTIQUES","IODE BISUBLIME / ALCOOL ETHYLIQUE","ALCOOL IODE 1% RPP","07P164","SOL. EXTERNE","1%","FL./1L","Générique","Liste I","ALGERIE",True,True,"0","","314/07P164/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4637.png"
104,"ALCOOL IODEE 0.01 SOL. APPLI. LOCALE FL./1L","SAIDAL GROUPE","DERMATOLOGIE","ANTISEPTIQUES","IODE BISUBLIME / ALCOOL ETHYLIQUE","ALCOOL IODEE","07P164","SOL. APP. LOCALE","0.01","FL./1L","Générique","N/D","ALGERIE",True,False,NULL,"","003/ 07 P 164 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
105,"ALDACTAZINE 25MG/15MG COMP.PELLI.SEC. B/30","PFIZER HOLDING FRANCE","CARDIOLOGIE ET ANGEIOLOGIE","DIURETIQUES","SPIRONOLACTONE / ALTIZIDE","ALDACTAZINE","06H096","COMP. PELLI.","25MG/15MG","B/30","Générique","Liste II","FRANCE",True,True,"435.59","","045/ 06 H 096 /97/08","https://www.pharmnet-dz.com/notice.ashx?id=1483","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1483.png"
106,"ALDACTONE 75MG COMP.PELLI.SEC. B/30","PFIZER HOLDING FRANCE","CARDIOLOGIE ET ANGEIOLOGIE","DIURETIQUES","SPIRONOLACTONE MICRONISEE","ALDACTONE","06H095","COMP. PELLI.","75MG","B/30","Générique","Liste II","FRANCE",True,True,"721.29","","045/ 06 H 095 /97/08","https://www.pharmnet-dz.com/notice.ashx?id=1481","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1481.png"
107,"ALDOMET 250MG COMP. PELLI. B/30","ASPEN EUROPE GMBH","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","METHYLDOPA SESQUIHYDRATEE EXPRIME EN METHYLDOPA ANHYDRE","ALDOMET","06E061","COMP. PELLI.","250MG","B/30","Princeps","Liste I","ALLEMAGNE",True,True,"243","","467/ 06 E 061 /99/11","https://www.pharmnet-dz.com/notice.ashx?id=161","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/161.png"
108,"ALDURAZYME 100U DE LARONIDASE /ML (500U DE LARONIDASE /ML) SOL. A DILUER P. PERF. IV B/01 FL. DE 5ML","GENZYME EUROPE BV","METABOLISME NUTRITION DIABETE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","LARONIDASE","ALDURAZYME","14N348","SOL. PERF.","100U DE LARONIDASE /ML (500U DE LARONIDASE /ML)","B/01 FL. DE 5ML","Princeps","Liste I","PAYS BAS",True,True,"0","","339/ 14 N 348 /15","https://www.pharmnet-dz.com/notice.ashx?id=3481","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3481.png"
109,"ALERFEN 1MG/5ML SOL.BUV. FL/125ML","SAIDAL GROUPE","PNEUMOLOGIE","BRONCHODILATATEURS & ANTI-ASTHMATIQUES","KETOTIFENE","ALERFEN","20A013","SOL. BUV.","1MG/5ML","FL/125ML","Générique","Liste II","ALGERIE",True,True,"167.5","","003/ 20 A 013 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
110,"ALEXAN 20MG/ML (OU 100MG/5ML) SOL INJ FL./5ML","EBEWE PHARMA","CANCEROLOGIE","CYTOSTATIQUES","CYTARABINE","ALEXAN","05A012","PDRE. SOL. INJ.","20MG/ML (OU 100MG/5ML)","FL./5ML","Générique","Liste I","AUTRICHE",True,True,"0","","141/ 05 A 012 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/971.png"
111,"ALEXAN 50MG/ML (OU 500MG/10ML - 1000MG/20ML) SOL INJ 1FL/10ML ET 1FL/20ML","EBEWE PHARMA","CANCEROLOGIE","CYTOSTATIQUES","CYTARABINE","ALEXAN","05A107","SOL. INJ.","50MG/ML (OU 500MG/10ML - 1000MG/20ML)","1FL/10ML ET 1FL/20ML","Générique","Liste I","AUTRICHE",True,True,"0","","141/ 05 A 107 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1014.png"
112,"ALFINOR 8MG COMP. B/100","MEDOCHEMIE","OTOLOGIE","ANTIVERTIGINEUX","BETAHISTINE","ALFINOR","18C007","COMP.","8MG","B/100","Générique","Liste I","CHYPRE",True,True,"560","","178/ 18 C 007 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
113,"ALGIFEN 20mg/ml SUSP. BUV. FL./200ml + PIPETTE GRADUEE à 20kg et 10ml","GENERICLAB","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","ALGIFEN","04B042","SOL. BUV.","20MG/ML","FL./200ml+ PIPETTE GRADUEE à 20 kg et 10 ml P. ADMINIST. OR.","Générique","Liste I","ALGERIE",True,True,"196","","065/ 04 B 042 /05/11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/909.png"
114,"ALGIMOL 170MG SUPPO. B/10","LPA (LABORATOIRE PHARMACEUTIQUE ALGERIEN)","ANTALGIQUES","PARACETAMOL ET DERIVES","PARACETAMOL","ALGIMOL","03B096","SUPPO.","170MG","B/10","Générique","N/D","ALGERIE",True,False,"85","","026/ 03 B 096 /01/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
